,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-04 14:00:00,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177,0.359318177
2015-01-04 15:00:00,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324,0.350697324
2015-01-04 16:00:00,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199,0.335640199
2015-01-04 17:00:00,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453,0.336153453
2015-01-04 18:00:00,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066,0.344475066
2015-01-04 19:00:00,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309,0.364663309
2015-01-04 20:00:00,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378,0.389592378
2015-01-04 21:00:00,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718,0.402510718
2015-01-04 22:00:00,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749,0.402420749
2015-01-04 23:00:00,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599,0.390546599
2015-01-05 00:00:00,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788,0.388117788
2015-01-05 01:00:00,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814,0.387312814
2015-01-05 02:00:00,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533,0.384691533
2015-01-05 03:00:00,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061,0.379906061
2015-01-05 04:00:00,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687,0.374240687
