,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-03 01:00:00,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071,0.360509071
2015-01-03 02:00:00,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929,0.360358929
2015-01-03 03:00:00,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714,0.360725714
2015-01-03 04:00:00,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138,0.368842138
2015-01-03 05:00:00,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839,0.368702839
2015-01-03 06:00:00,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865,0.368501865
2015-01-03 07:00:00,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175,0.366565175
2015-01-03 08:00:00,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729,0.364136729
2015-01-03 09:00:00,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422,0.361121422
2015-01-03 10:00:00,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263,0.359128263
2015-01-03 11:00:00,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143,0.356573143
2015-01-03 12:00:00,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699,0.353451699
2015-01-03 13:00:00,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608,0.346059608
2015-01-03 14:00:00,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614,0.35247614
2015-01-03 15:00:00,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022,0.360025022
2015-01-03 16:00:00,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189,0.363232189
2015-01-03 17:00:00,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925,0.366172925
2015-01-03 18:00:00,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121,0.368348121
2015-01-03 19:00:00,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668,0.361152668
2015-01-03 20:00:00,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549,0.357031549
2015-01-03 21:00:00,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553,0.359716553
